archetype,account_age_days,followers,following,posts_per_day,profile_completeness,follow_burst_rate,posting_variance,engagement_rate,is_fake
follow_bot,19,160,8636,0.37,0.49,0.89,0.53,0.0017,1
lurker_human,435,118,304,0.1,0.45,0.05,0.1,0.0448,0
compromised_bot,2486,1444,4508,44.46,0.57,0.69,0.66,0.0064,1
lurker_human,424,109,305,0.13,0.43,0.07,0.28,0.0294,0
follow_bot,9,129,4868,0.72,0.4,0.97,0.44,0.0009,1
creator_human,1240,26104,406,1.72,0.97,0.2,0.16,0.0765,0
active_human,601,645,638,1.9,0.93,0.19,0.38,0.043,0
active_human,397,129,208,1.54,0.8,0.03,0.1,0.0892,0
spambot,1,35,4938,63.95,0.25,0.84,0.97,0.0022,1
creator_human,2260,11722,1059,2.03,0.92,0.2,0.29,0.1336,0
compromised_bot,2459,1016,4087,29.24,0.65,0.91,0.66,0.0068,1
creator_human,1853,13532,1109,3.94,0.95,0.17,0.19,0.0916,0
spambot,55,48,5332,23.31,0.22,0.96,0.83,0.003,1
lurker_human,680,141,59,0.11,0.74,0.02,0.07,0.046,0
active_human,511,100,122,2.0,0.69,0.18,0.28,0.1127,0
compromised_bot,1782,1115,6033,19.75,0.84,0.69,0.77,0.003,1
active_human,573,148,154,0.35,0.68,0.06,0.38,0.088,0
creator_human,1528,15473,382,1.9,0.92,0.19,0.3,0.1495,0
active_human,1393,1516,1161,0.5,0.83,0.13,0.35,0.0214,0
follow_bot,36,28,4947,0.78,0.52,0.94,0.54,0.0016,1
active_human,547,71,91,1.38,0.85,0.14,0.32,0.0572,0
active_human,320,134,205,0.94,0.79,0.07,0.14,0.0947,0
active_human,471,261,343,1.53,0.82,0.03,0.28,0.094,0
active_human,382,74,71,0.47,0.95,0.08,0.33,0.0922,0
active_human,410,204,240,0.36,0.86,0.01,0.19,0.0261,0
spambot,1,56,1565,31.47,0.34,0.91,0.82,0.0024,1
active_human,900,515,736,1.42,0.96,0.01,0.15,0.0747,0
spambot,9,35,6434,29.82,0.43,0.73,0.91,0.0002,1
lurker_human,189,58,194,0.07,0.46,0.04,0.21,0.0251,0
follow_bot,24,108,6406,1.0,0.53,0.94,0.66,0.0009,1
lurker_human,552,83,187,0.05,0.55,0.12,0.11,0.0152,0
creator_human,1070,105160,280,1.45,0.96,0.18,0.21,0.1046,0
active_human,633,623,897,1.83,0.9,0.16,0.31,0.0925,0
follow_bot,35,121,6117,0.13,0.24,0.95,0.75,0.001,1
lurker_human,476,148,330,0.12,0.61,0.03,0.07,0.0132,0
creator_human,1351,17051,329,4.25,0.95,0.11,0.26,0.0379,0
compromised_bot,1488,586,4469,33.16,0.79,0.87,0.81,0.0031,1
active_human,1026,92,68,2.2,0.69,0.16,0.35,0.1077,0
active_human,241,292,418,1.95,0.8,0.09,0.16,0.0257,0
creator_human,1263,7381,324,2.89,0.89,0.25,0.34,0.0829,0
active_human,703,460,649,0.85,0.59,0.12,0.28,0.0522,0
spambot,2,6,3751,48.64,0.27,0.97,0.82,0.0001,1
lurker_human,736,64,382,0.04,0.45,0.09,0.18,0.0556,0
active_human,376,152,194,2.12,0.95,0.1,0.31,0.039,0
lurker_human,704,54,161,0.12,0.52,0.07,0.18,0.0357,0
active_human,237,41,97,0.58,0.96,0.13,0.24,0.1091,0
creator_human,1477,5549,1182,3.4,0.88,0.08,0.33,0.063,0
active_human,628,316,336,1.21,0.93,0.1,0.12,0.0468,0
compromised_bot,1937,661,4181,10.98,0.63,0.84,0.64,0.0068,1
active_human,289,968,691,2.3,0.94,0.11,0.12,0.0934,0
lurker_human,745,49,111,0.07,0.58,0.09,0.28,0.0169,0
active_human,369,338,410,0.76,0.86,0.06,0.14,0.0782,0
active_human,359,529,484,1.15,0.94,0.32,0.2,0.0706,0
active_human,368,775,586,2.37,0.65,0.04,0.39,0.0583,0
active_human,341,50,67,0.79,0.75,0.19,0.24,0.0686,0
creator_human,2334,9038,1195,3.17,0.86,0.09,0.2,0.1298,0
lurker_human,781,70,200,0.07,0.45,0.11,0.16,0.0191,0
active_human,533,622,880,0.49,0.65,0.01,0.22,0.03,0
lurker_human,517,43,148,0.08,0.75,0.1,0.26,0.0418,0
active_human,341,197,198,0.22,0.81,0.1,0.19,0.0569,0
spambot,25,25,5878,62.36,0.24,0.92,0.87,0.0027,1
compromised_bot,1479,705,5279,17.55,0.78,0.72,0.76,0.0078,1
active_human,934,294,322,0.53,0.73,0.1,0.25,0.0272,0
spambot,11,36,2549,39.26,0.15,0.88,0.79,0.0026,1
creator_human,1078,13658,360,3.05,0.89,0.06,0.17,0.1047,0
compromised_bot,868,1327,5281,40.33,0.68,0.85,0.84,0.0028,1
active_human,722,220,259,1.86,0.95,0.29,0.36,0.0327,0
follow_bot,30,79,3527,0.73,0.25,0.92,0.74,0.0012,1
active_human,764,41,74,1.11,0.89,0.05,0.27,0.0438,0
spambot,10,29,2341,26.94,0.43,0.79,0.79,0.0014,1
active_human,524,219,249,0.89,0.56,0.01,0.3,0.0438,0
lurker_human,890,64,275,0.09,0.56,0.1,0.22,0.0192,0
follow_bot,35,78,8086,0.49,0.31,0.93,0.49,0.0002,1
active_human,309,121,102,2.3,0.91,0.09,0.35,0.1065,0
creator_human,1139,16596,1038,2.32,0.96,0.16,0.17,0.0322,0
active_human,311,284,372,1.28,0.9,0.12,0.15,0.0873,0
active_human,438,1231,957,1.86,0.85,0.16,0.22,0.1187,0
active_human,359,275,216,1.38,0.92,0.16,0.39,0.0222,0
follow_bot,50,89,8463,0.29,0.26,0.95,0.66,0.0016,1
compromised_bot,2037,957,6595,18.52,0.79,0.71,0.62,0.0059,1
lurker_human,663,135,142,0.14,0.57,0.04,0.25,0.0441,0
follow_bot,57,151,3992,1.22,0.26,0.9,0.55,0.0003,1
spambot,19,43,7490,20.29,0.32,0.73,0.99,0.0023,1
active_human,826,277,233,0.57,0.96,0.06,0.22,0.0369,0
active_human,879,273,254,1.12,0.83,0.07,0.39,0.1043,0
lurker_human,881,130,307,0.07,0.69,0.12,0.24,0.0411,0
creator_human,696,53411,254,1.22,0.91,0.14,0.18,0.0423,0
lurker_human,581,139,136,0.06,0.73,0.05,0.27,0.0541,0
active_human,608,176,232,0.25,0.69,0.18,0.32,0.0516,0
active_human,624,83,70,1.62,0.88,0.08,0.32,0.0738,0
lurker_human,807,75,167,0.07,0.5,0.04,0.21,0.0425,0
follow_bot,8,71,8199,1.32,0.37,0.95,0.51,0.002,1
active_human,331,341,361,1.44,0.77,0.13,0.27,0.0557,0
active_human,206,362,332,1.59,0.67,0.09,0.37,0.0933,0
lurker_human,305,56,168,0.09,0.43,0.06,0.24,0.0447,0
compromised_bot,2061,951,4659,25.42,0.8,0.86,0.86,0.0024,1
follow_bot,21,38,5423,0.56,0.33,0.93,0.78,0.0001,1
active_human,455,565,552,1.98,0.79,0.08,0.32,0.0587,0
spambot,11,35,3526,27.61,0.27,0.72,0.9,0.002,1
active_human,911,545,636,1.57,0.84,0.09,0.28,0.0606,0
active_human,463,498,695,1.32,0.8,0.22,0.34,0.0747,0
creator_human,1605,27659,303,1.44,0.94,0.15,0.27,0.0312,0
active_human,1529,219,226,0.35,0.9,0.03,0.39,0.0808,0
compromised_bot,810,1235,3534,38.27,0.77,0.92,0.86,0.0058,1
active_human,464,334,358,1.92,0.65,0.11,0.32,0.0935,0
active_human,611,177,137,0.22,0.76,0.04,0.39,0.0469,0
lurker_human,659,146,242,0.08,0.45,0.06,0.13,0.0361,0
creator_human,856,54402,704,1.99,0.98,0.17,0.27,0.0784,0
spambot,4,10,6095,20.83,0.33,0.8,0.93,0.0016,1
lurker_human,667,35,169,0.05,0.53,0.07,0.27,0.0571,0
spambot,2,26,4105,31.98,0.35,0.78,0.81,0.0011,1
active_human,289,184,190,0.27,0.92,0.17,0.18,0.1019,0
follow_bot,16,62,5934,1.32,0.51,0.89,0.41,0.0002,1
spambot,4,76,3598,30.29,0.28,0.88,0.94,0.0023,1
compromised_bot,1515,978,6741,36.02,0.65,0.9,0.76,0.0075,1
compromised_bot,983,912,5675,31.34,0.59,0.77,0.8,0.0026,1
creator_human,675,13287,727,3.54,0.88,0.23,0.24,0.0538,0
lurker_human,309,21,133,0.07,0.49,0.05,0.08,0.0248,0
creator_human,559,6316,570,2.07,0.86,0.24,0.23,0.1251,0
active_human,845,321,427,1.6,0.86,0.1,0.26,0.0601,0
active_human,294,410,530,1.76,0.67,0.22,0.32,0.0579,0
active_human,1043,213,265,0.72,0.98,0.16,0.28,0.1087,0
follow_bot,58,184,6196,0.93,0.24,0.9,0.44,0.0019,1
follow_bot,24,101,4386,1.41,0.34,0.87,0.63,0.0019,1
active_human,934,289,433,1.2,0.74,0.07,0.12,0.0798,0
creator_human,2746,68710,856,4.08,0.9,0.07,0.32,0.1063,0
active_human,193,156,177,1.55,0.92,0.07,0.36,0.0764,0
lurker_human,325,99,320,0.05,0.74,0.04,0.07,0.0363,0
active_human,441,210,238,2.08,0.68,0.2,0.25,0.0255,0
lurker_human,411,28,264,0.12,0.73,0.09,0.24,0.0217,0
active_human,289,254,233,1.09,0.86,0.14,0.28,0.0919,0
spambot,11,35,3077,30.49,0.28,0.81,0.96,0.0013,1
active_human,844,889,919,0.83,0.75,0.01,0.27,0.1158,0
lurker_human,587,78,346,0.08,0.46,0.06,0.23,0.0115,0
active_human,357,618,396,0.68,0.82,0.03,0.37,0.1007,0
active_human,759,76,94,1.65,0.88,0.18,0.12,0.1127,0
creator_human,1106,29139,783,3.15,0.91,0.24,0.16,0.0552,0
creator_human,1887,12069,1199,1.99,0.96,0.22,0.28,0.0914,0
active_human,411,149,168,1.35,0.78,0.08,0.17,0.1082,0
active_human,661,30,39,2.24,0.94,0.03,0.36,0.0614,0
active_human,359,1089,1413,0.59,0.93,0.08,0.24,0.1077,0
active_human,1043,541,681,0.75,0.78,0.12,0.16,0.1031,0
spambot,7,19,3006,56.79,0.14,0.89,0.81,0.0,1
active_human,217,445,395,1.81,0.74,0.06,0.36,0.1117,0
compromised_bot,1028,736,3767,30.68,0.68,0.66,0.88,0.0015,1
spambot,24,18,2780,21.77,0.26,0.93,0.82,0.0014,1
active_human,244,223,267,2.29,0.65,0.12,0.15,0.0383,0
active_human,567,143,153,0.33,0.81,0.24,0.11,0.079,0
lurker_human,136,29,346,0.15,0.57,0.09,0.16,0.0122,0
active_human,860,166,151,0.22,0.61,0.14,0.38,0.0608,0
active_human,855,252,201,0.46,0.62,0.1,0.15,0.0952,0
compromised_bot,2407,1037,3529,15.68,0.67,0.87,0.86,0.0054,1
spambot,3,7,4350,21.63,0.37,0.77,0.97,0.0022,1
spambot,4,36,6702,20.2,0.44,0.95,0.81,0.0025,1
lurker_human,167,117,75,0.13,0.57,0.06,0.2,0.0412,0
active_human,432,361,480,2.06,0.87,0.31,0.24,0.0376,0
active_human,161,462,588,1.45,0.87,0.16,0.21,0.0995,0
lurker_human,340,67,158,0.08,0.45,0.08,0.19,0.0457,0
compromised_bot,1786,1270,4260,44.07,0.65,0.81,0.89,0.0028,1
follow_bot,46,23,8744,1.43,0.37,0.85,0.58,0.0001,1
lurker_human,429,33,266,0.07,0.69,0.11,0.08,0.0366,0
active_human,150,485,367,2.16,0.79,0.08,0.16,0.087,0
active_human,1245,189,181,0.49,0.58,0.05,0.36,0.1128,0
compromised_bot,855,776,5251,12.73,0.54,0.8,0.65,0.0078,1
active_human,913,744,568,1.06,0.75,0.1,0.33,0.0464,0
active_human,455,260,213,2.38,0.96,0.44,0.16,0.0773,0
active_human,380,250,239,2.0,0.85,0.04,0.29,0.0876,0
spambot,13,50,3148,15.68,0.16,0.98,0.77,0.002,1
active_human,481,110,134,1.1,0.92,0.12,0.19,0.0623,0
active_human,374,173,154,0.41,0.49,0.09,0.34,0.0737,0
active_human,312,101,105,0.55,0.56,0.12,0.23,0.0556,0
lurker_human,464,71,387,0.13,0.5,0.03,0.08,0.0408,0
lurker_human,699,23,128,0.02,0.51,0.08,0.22,0.0243,0
lurker_human,276,78,50,0.14,0.47,0.04,0.12,0.0164,0
creator_human,707,45606,952,3.66,0.88,0.22,0.19,0.1371,0
lurker_human,514,79,293,0.04,0.49,0.06,0.14,0.0557,0
active_human,1422,590,708,1.81,0.93,0.02,0.26,0.0208,0
active_human,683,178,230,1.76,0.82,0.2,0.36,0.0278,0
active_human,294,410,467,2.43,0.84,0.14,0.17,0.0694,0
compromised_bot,2041,1310,6633,21.82,0.69,0.87,0.84,0.0033,1
spambot,17,20,2995,61.55,0.38,0.9,0.82,0.0025,1
lurker_human,885,40,196,0.13,0.45,0.06,0.17,0.0118,0
active_human,661,331,458,1.56,0.9,0.33,0.23,0.0389,0
lurker_human,1063,118,86,0.03,0.65,0.07,0.27,0.056,0
active_human,577,224,254,1.83,0.94,0.04,0.32,0.0876,0
spambot,11,49,2531,26.1,0.39,0.87,0.86,0.0028,1
active_human,802,167,145,0.9,0.92,0.17,0.34,0.0803,0
active_human,723,226,180,0.94,0.88,0.11,0.3,0.109,0
lurker_human,316,58,396,0.08,0.61,0.05,0.3,0.0434,0
active_human,928,73,79,2.44,0.86,0.03,0.33,0.022,0
follow_bot,47,96,4671,1.15,0.5,0.96,0.67,0.001,1
creator_human,1270,8809,641,2.25,0.89,0.18,0.29,0.1345,0
active_human,647,812,875,1.53,0.74,0.11,0.19,0.1038,0
active_human,446,375,540,2.26,0.94,0.24,0.1,0.068,0
active_human,464,146,139,0.37,0.72,0.12,0.23,0.1134,0
lurker_human,266,109,385,0.13,0.6,0.07,0.23,0.039,0
active_human,566,305,435,0.59,0.67,0.02,0.32,0.0462,0
follow_bot,10,101,3591,0.96,0.24,0.91,0.69,0.0013,1
creator_human,806,5864,402,2.19,0.92,0.22,0.21,0.1408,0
active_human,469,716,699,1.25,0.86,0.15,0.17,0.0629,0
spambot,20,32,1569,57.79,0.34,0.75,0.81,0.0024,1
lurker_human,422,95,374,0.02,0.65,0.1,0.11,0.011,0
active_human,222,181,187,1.7,0.89,0.09,0.16,0.0637,0
active_human,304,200,135,0.68,0.76,0.15,0.36,0.0233,0
compromised_bot,1992,1189,3732,18.75,0.79,0.8,0.64,0.005,1
lurker_human,802,99,283,0.01,0.62,0.04,0.29,0.0197,0
active_human,646,262,302,1.69,0.87,0.06,0.22,0.035,0
lurker_human,241,135,222,0.08,0.7,0.09,0.17,0.0229,0
follow_bot,46,116,3306,1.19,0.5,0.92,0.42,0.0006,1
active_human,731,565,550,0.21,0.94,0.34,0.12,0.114,0
active_human,383,364,466,0.8,0.92,0.07,0.29,0.0929,0
compromised_bot,2492,875,4158,12.21,0.71,0.67,0.87,0.0047,1
spambot,27,47,2261,53.17,0.31,0.77,0.99,0.0027,1
active_human,284,498,717,2.46,0.96,0.08,0.16,0.0888,0
active_human,906,418,419,2.13,0.92,0.05,0.37,0.0304,0
spambot,18,21,6773,20.1,0.24,0.72,0.95,0.0003,1
spambot,1,8,2764,46.83,0.18,0.89,0.94,0.0014,1
creator_human,928,13289,515,3.8,0.91,0.1,0.23,0.1291,0
active_human,887,159,215,2.21,0.93,0.17,0.37,0.0302,0
spambot,25,39,7324,58.51,0.15,0.74,0.79,0.0029,1
spambot,25,5,2958,31.82,0.18,0.83,0.88,0.0019,1
active_human,372,242,235,0.68,0.75,0.04,0.26,0.1131,0
compromised_bot,2330,728,7527,17.48,0.54,0.85,0.8,0.0077,1
spambot,1,72,6353,58.13,0.26,0.86,0.98,0.0016,1
compromised_bot,873,453,4319,38.57,0.85,0.77,0.61,0.0066,1
creator_human,611,73245,917,2.75,0.9,0.24,0.28,0.079,0
active_human,529,143,173,2.48,0.88,0.07,0.27,0.0675,0
spambot,3,63,7455,45.79,0.34,0.81,0.96,0.0012,1
lurker_human,389,81,162,0.11,0.44,0.04,0.25,0.0283,0
active_human,293,393,313,1.84,0.76,0.04,0.23,0.0395,0
follow_bot,22,45,5407,0.44,0.46,0.99,0.79,0.0004,1
active_human,497,177,144,2.49,0.89,0.04,0.2,0.0407,0
active_human,450,95,120,1.77,0.72,0.04,0.39,0.1127,0
follow_bot,16,164,8935,0.81,0.43,0.9,0.52,0.0015,1
follow_bot,58,53,5822,0.45,0.34,0.88,0.63,0.002,1
spambot,9,56,2218,30.66,0.28,0.79,0.78,0.0013,1
active_human,513,663,662,1.74,0.78,0.15,0.18,0.1181,0
creator_human,2365,3931,1152,3.06,0.93,0.2,0.25,0.0807,0
active_human,1092,182,214,0.49,0.79,0.12,0.35,0.103,0
compromised_bot,2389,1401,7380,10.71,0.67,0.8,0.67,0.0019,1
creator_human,1264,22019,752,4.01,0.99,0.24,0.23,0.0394,0
active_human,1013,382,474,1.75,0.52,0.13,0.22,0.0485,0
active_human,484,707,552,0.26,0.85,0.08,0.2,0.1092,0
lurker_human,505,43,129,0.07,0.58,0.09,0.16,0.0495,0
creator_human,546,3857,198,2.64,0.89,0.11,0.25,0.0493,0
active_human,838,61,117,1.33,0.75,0.12,0.36,0.1157,0
lurker_human,564,56,102,0.02,0.4,0.07,0.14,0.0599,0
spambot,22,56,3546,53.77,0.3,0.91,0.79,0.0017,1
active_human,778,139,234,2.2,0.8,0.01,0.12,0.0947,0
active_human,322,383,332,2.17,0.61,0.17,0.29,0.0582,0
compromised_bot,1831,414,7256,41.55,0.59,0.89,0.9,0.0028,1
lurker_human,498,99,164,0.01,0.48,0.04,0.16,0.0186,0
follow_bot,33,41,8472,1.19,0.26,0.91,0.6,0.0002,1
lurker_human,503,141,125,0.02,0.68,0.11,0.29,0.0534,0
active_human,532,102,75,1.18,0.75,0.05,0.3,0.0913,0
spambot,6,52,3928,62.8,0.42,0.83,0.95,0.0014,1
lurker_human,675,45,57,0.07,0.67,0.08,0.21,0.0555,0
active_human,1097,307,286,2.24,0.88,0.11,0.34,0.0574,0
active_human,618,139,153,0.35,0.84,0.1,0.26,0.1119,0
follow_bot,15,99,8672,0.64,0.31,0.89,0.74,0.0001,1
spambot,3,73,4964,18.08,0.19,0.92,0.96,0.0007,1
lurker_human,921,88,64,0.1,0.7,0.01,0.15,0.0554,0
spambot,12,41,2716,32.39,0.28,0.88,0.85,0.0021,1
follow_bot,14,91,8611,0.78,0.45,0.86,0.6,0.0003,1
active_human,515,960,1292,2.39,0.68,0.03,0.19,0.0887,0
spambot,4,37,4225,35.46,0.2,0.93,0.94,0.0014,1
creator_human,1602,10075,231,1.93,0.93,0.14,0.24,0.0409,0
spambot,4,15,3406,63.04,0.27,0.73,0.86,0.0014,1
follow_bot,30,163,6849,1.33,0.37,0.91,0.41,0.001,1
creator_human,1941,5608,634,1.09,0.86,0.09,0.25,0.0955,0
active_human,723,1936,1419,0.53,0.87,0.21,0.17,0.0388,0
lurker_human,803,149,205,0.08,0.61,0.12,0.2,0.0336,0
creator_human,778,6280,1072,3.6,0.93,0.06,0.29,0.1267,0
active_human,335,1071,1408,0.27,0.87,0.15,0.29,0.0866,0
active_human,323,1075,1355,1.24,0.84,0.13,0.23,0.0254,0
lurker_human,258,86,298,0.02,0.61,0.03,0.11,0.0187,0
compromised_bot,2281,831,5956,24.62,0.76,0.68,0.84,0.0028,1
active_human,544,303,441,0.81,0.6,0.07,0.14,0.1058,0
active_human,357,102,145,0.63,0.89,0.12,0.25,0.0684,0
active_human,280,44,48,2.14,0.84,0.05,0.28,0.0557,0
creator_human,728,9248,144,2.87,0.98,0.17,0.16,0.1086,0
active_human,777,90,124,2.32,0.76,0.1,0.11,0.112,0
lurker_human,701,28,137,0.08,0.44,0.03,0.07,0.0387,0
creator_human,2026,13690,657,3.53,0.97,0.09,0.24,0.113,0
creator_human,837,27885,670,1.54,0.97,0.23,0.18,0.1281,0
compromised_bot,1600,296,5563,22.47,0.5,0.67,0.73,0.0038,1
active_human,270,180,168,1.36,0.61,0.09,0.31,0.0312,0
active_human,245,190,285,2.11,0.82,0.1,0.1,0.0792,0
follow_bot,47,159,6939,1.12,0.24,0.88,0.46,0.0016,1
active_human,296,771,1101,0.92,0.68,0.09,0.15,0.0962,0
spambot,32,46,2097,57.57,0.31,0.94,0.81,0.0016,1
lurker_human,532,126,392,0.03,0.61,0.04,0.07,0.0315,0
creator_human,1098,32057,272,3.64,0.95,0.18,0.26,0.0314,0
spambot,8,48,5179,55.9,0.31,0.77,0.8,0.001,1
lurker_human,1050,95,390,0.12,0.53,0.07,0.06,0.0121,0
active_human,828,350,387,0.57,0.88,0.14,0.29,0.0799,0
active_human,908,407,445,1.39,0.98,0.04,0.13,0.1046,0
spambot,4,34,3811,36.49,0.25,0.82,0.91,0.0015,1
lurker_human,1004,45,83,0.14,0.51,0.02,0.26,0.0599,0
active_human,709,213,222,2.32,0.78,0.01,0.14,0.1087,0
spambot,9,68,4211,52.04,0.37,0.91,0.92,0.0006,1
active_human,155,183,172,1.64,0.79,0.17,0.37,0.1014,0
lurker_human,562,61,200,0.03,0.5,0.03,0.25,0.0211,0
spambot,44,16,4510,17.09,0.32,0.86,0.85,0.0019,1
creator_human,2178,3449,259,2.38,0.99,0.13,0.27,0.1152,0
compromised_bot,1840,267,7728,34.14,0.74,0.73,0.78,0.0066,1
lurker_human,167,46,109,0.08,0.61,0.01,0.09,0.0416,0
lurker_human,341,132,285,0.1,0.69,0.08,0.13,0.0428,0
active_human,544,321,243,1.97,0.75,0.1,0.12,0.0474,0
active_human,421,309,196,0.64,0.83,0.06,0.24,0.0755,0
follow_bot,10,174,7343,1.13,0.58,0.95,0.63,0.0019,1
lurker_human,373,129,116,0.11,0.68,0.07,0.28,0.0571,0
active_human,1681,492,672,1.1,0.85,0.32,0.13,0.0957,0
active_human,445,169,226,1.34,0.7,0.02,0.24,0.0399,0
active_human,535,84,109,0.95,0.8,0.03,0.34,0.0245,0
active_human,561,170,158,1.94,0.77,0.1,0.34,0.1135,0
follow_bot,33,23,5787,1.21,0.59,0.92,0.63,0.0009,1
spambot,15,74,3265,42.06,0.13,0.71,0.94,0.0008,1
active_human,888,378,407,0.58,0.88,0.03,0.21,0.0849,0
spambot,4,20,2528,36.44,0.16,0.96,0.93,0.0006,1
active_human,578,561,572,0.52,0.92,0.1,0.24,0.0583,0
active_human,293,184,188,1.0,0.8,0.12,0.23,0.0394,0
active_human,1381,743,957,1.22,0.83,0.27,0.34,0.0865,0
active_human,578,907,643,0.86,0.94,0.09,0.19,0.0213,0
active_human,443,271,210,1.93,0.88,0.06,0.26,0.0783,0
lurker_human,342,77,325,0.13,0.69,0.03,0.23,0.0245,0
active_human,873,118,85,0.44,0.9,0.02,0.29,0.0346,0
active_human,426,402,547,2.48,0.89,0.01,0.18,0.1035,0
active_human,382,327,303,1.68,0.8,0.03,0.13,0.0282,0
active_human,581,25,34,0.59,0.69,0.11,0.39,0.118,0
lurker_human,357,67,304,0.05,0.69,0.03,0.11,0.0421,0
active_human,579,232,354,0.85,0.63,0.1,0.11,0.0804,0
spambot,14,52,6174,18.46,0.17,0.78,0.94,0.0005,1
active_human,392,86,136,0.47,0.51,0.22,0.28,0.1033,0
active_human,305,40,76,1.21,0.86,0.19,0.15,0.0452,0
active_human,507,378,253,2.37,0.73,0.07,0.22,0.0463,0
active_human,144,238,236,1.4,0.69,0.06,0.22,0.0649,0
compromised_bot,1648,261,5969,15.78,0.82,0.78,0.68,0.0043,1
compromised_bot,1698,362,7259,40.53,0.52,0.77,0.65,0.0059,1
active_human,259,526,731,1.59,0.79,0.12,0.35,0.1187,0
active_human,938,2906,2880,1.39,0.84,0.08,0.11,0.0505,0
spambot,1,37,3351,34.63,0.3,0.84,0.91,0.0019,1
lurker_human,275,46,120,0.08,0.51,0.09,0.07,0.0557,0
active_human,476,36,38,2.12,0.9,0.01,0.34,0.0981,0
active_human,853,408,322,1.24,0.93,0.05,0.32,0.097,0
lurker_human,313,24,159,0.03,0.52,0.07,0.19,0.0165,0
lurker_human,773,38,67,0.11,0.58,0.08,0.15,0.0484,0
lurker_human,394,99,240,0.11,0.68,0.04,0.06,0.0566,0
active_human,534,111,107,0.77,0.83,0.17,0.11,0.0955,0
active_human,1040,226,197,1.43,0.68,0.1,0.3,0.0847,0
active_human,692,790,811,1.52,0.76,0.04,0.27,0.099,0
spambot,15,72,3021,41.68,0.14,0.93,0.81,0.0023,1
compromised_bot,1014,1294,7287,10.78,0.68,0.73,0.79,0.0061,1
follow_bot,58,35,5030,0.79,0.52,0.92,0.61,0.0015,1
spambot,8,32,2016,64.78,0.14,0.7,0.96,0.0007,1
spambot,25,55,1673,29.7,0.35,0.73,0.85,0.0025,1
active_human,572,1969,2734,1.52,0.68,0.04,0.38,0.1006,0
spambot,1,18,7139,16.73,0.2,0.92,0.8,0.0021,1
creator_human,982,6372,831,2.3,0.96,0.16,0.23,0.0979,0
active_human,784,315,267,0.7,0.77,0.02,0.22,0.0674,0
lurker_human,466,76,359,0.1,0.6,0.05,0.05,0.0164,0
spambot,10,62,6589,28.2,0.43,0.8,0.97,0.0009,1
lurker_human,709,116,302,0.1,0.48,0.07,0.21,0.0443,0
spambot,6,37,5756,64.08,0.41,0.97,0.84,0.0024,1
creator_human,805,24520,368,2.01,0.89,0.12,0.2,0.0914,0
lurker_human,1453,103,141,0.07,0.51,0.09,0.25,0.0496,0
compromised_bot,1137,1122,5365,29.25,0.67,0.82,0.81,0.0018,1
spambot,3,79,5285,63.8,0.43,0.72,0.86,0.0006,1
lurker_human,568,50,68,0.06,0.61,0.04,0.28,0.0535,0
creator_human,755,4853,785,1.28,0.94,0.24,0.25,0.1387,0
follow_bot,18,171,7913,0.71,0.3,0.95,0.7,0.0004,1
compromised_bot,1434,794,4113,32.54,0.77,0.88,0.87,0.0061,1
compromised_bot,1754,1129,6691,10.24,0.58,0.68,0.68,0.0022,1
active_human,364,355,502,0.67,0.97,0.06,0.26,0.1193,0
active_human,859,74,95,0.26,0.83,0.41,0.16,0.1021,0
compromised_bot,2212,382,5344,31.3,0.75,0.79,0.67,0.0071,1
spambot,35,23,5000,55.37,0.32,0.79,0.99,0.0008,1
active_human,369,228,278,1.0,0.79,0.05,0.19,0.0548,0
lurker_human,205,100,259,0.15,0.62,0.12,0.13,0.0452,0
active_human,393,48,61,1.48,0.82,0.07,0.1,0.119,0
spambot,16,17,4953,39.65,0.4,0.87,0.91,0.003,1
active_human,596,156,134,2.1,0.84,0.07,0.37,0.1088,0
follow_bot,56,40,4553,0.35,0.39,0.92,0.6,0.0011,1
active_human,872,105,139,1.62,0.72,0.08,0.26,0.034,0
lurker_human,147,34,227,0.11,0.56,0.06,0.16,0.0305,0
lurker_human,673,54,356,0.02,0.4,0.06,0.1,0.0111,0
lurker_human,442,67,390,0.14,0.65,0.09,0.1,0.0217,0
lurker_human,384,91,188,0.1,0.65,0.06,0.18,0.0526,0
spambot,35,66,2994,50.01,0.28,0.75,0.92,0.0009,1
active_human,321,168,201,0.8,0.84,0.04,0.35,0.0475,0
lurker_human,660,63,156,0.05,0.49,0.12,0.09,0.0494,0
compromised_bot,1695,1192,7363,11.42,0.64,0.93,0.6,0.0051,1
lurker_human,959,84,188,0.13,0.41,0.06,0.15,0.0255,0
lurker_human,963,61,388,0.15,0.43,0.11,0.17,0.0412,0
follow_bot,5,111,4263,0.67,0.35,0.99,0.73,0.0002,1
active_human,323,215,173,1.71,0.72,0.08,0.32,0.1006,0
active_human,369,207,164,2.29,0.85,0.2,0.18,0.1156,0
active_human,377,136,130,1.47,0.96,0.04,0.39,0.0655,0
follow_bot,53,117,7111,0.78,0.57,0.93,0.6,0.0012,1
spambot,2,44,4980,36.78,0.13,0.92,0.84,0.0003,1
creator_human,1009,40994,1016,2.28,0.99,0.15,0.24,0.1497,0
lurker_human,539,21,194,0.13,0.63,0.06,0.14,0.011,0
follow_bot,25,104,4236,1.32,0.56,0.98,0.62,0.0013,1
lurker_human,238,93,356,0.08,0.63,0.07,0.17,0.0186,0
